Name,Rating
"Survivor 2017
(2017– )",5.1
"Yucatan
(I) (2018)",5.6
"47 Meters Down
(2017)",5.6
"Kya Kehna
(2000)",5.8
"Blood Money
(II) (2012)",4.8
"Music Teacher
(2019)",6.2
"Valley of the Dolls
(1967)",6
"Joe Mande's Award-Winning Comedy Special
(2017 TV Special)",6.1
"Raja Natwarlal
(2014)",6.2
"Trimurti
(1995)",4.8
"Feel Rich: Health Is the New Wealth
(2017)",6.3
"Poster Boys
(2017)",5.4
"Amateur Night
(2016)",5.1
"Abzurdah
(2015)",5.4
"Backdraft 2
(2019 Video)",4.9
"Altered Carbon
(2018–2020)",7.9
"Max Rose
(2013)",6.2
"Bomb Scared
(2017)",5.7
"Zubaan
(2015)",6.1
"The Heyday of the Insensitive Bastards
(2015)",4.4
"Hotpoint HMCB 50501 Fridge Freezer: Commercial
(2016 Video)",0
"Casino Tycoon
(1992)",5.9
"Tutto quello che vuoi
(2017)",7
"The Demise of ETA
(2017)",6.9
"Rick and Morty
(2013– )",9.1
"100 Meters
(2016)",7.5
"The Gospel of Luke
(2015)",7.2
"Lifeline
(1997)",6.6
"The Little Switzerland
(2019)",4.9
"Rock My Heart
(2017)",6.5
"Jay and Silent Bob Reboot
(2019)",5.6
"Lego Jurassic World: The Indominus Escape
(2016)",5.7
"Hitler
(2016–2017)",7.4
"The Almighty Street Team
(2021)",0
"Khido Khundi
(2018)",6.8
"The Dancer
(2016)",6.5
"Erlebnis Erde (2007– )

Episode:
Superhirn im Federkleid - Kluge Vögel im Duell
(2013)",7.8
"Still Laugh-In: The Stars Celebrate
(2019 TV Special)",5.2
"Secrets of Scotland Yard
(1944)",6.1
"The Racing Brothers, Lets & Go
(1996–1997)",7.1
"Kismat Konnection
(2008)",5.3
"We Are Family
(2010)",5.6
"The Last Shot
(2004)",5.7
"The Last Whistle
(2019)",5
"Monty Python: The Meaning of Live
(2014 TV Movie)",7.6
"Nightmare in Columbia County
(1991 TV Movie)",5.6
"Dancing Quietly
(2016)",6.2
"The First Born
(2016 Video)",0
"Hide and Seek
(2016)",5.9
"Chikara on Her Majesty's Secret Service
(2014 Video)",0
"Unchained: The Untold Story of Freestyle Motocross
(2016)",7.8
"The Tigers of Scotland
(2017)",6.6
"Hot Gimmick: Girl Meets Boy
(2019)",4.4
"Total Frat Movie
(2016)",4.3
"A Tale of Two Sisters
(2003)",7.1
"Tahaan
(2008)",7.1
"D.L. Hughley: Clear
(2014 TV Special)",6.8
"Gadaar: The Traitor
(2015)",6.2
"Victor & Valentino
(2016 TV Short)",6.4
"Phone Swap
(2012)",6.4
"The Truth About Alcohol
(1991 Video)",6.7
"Drinking Buddies
(2013)",6.1
"3 Türken & ein Baby
(2015)",5.4
"Virgin River
(2019– )",7.4
"Dimension 1991-2024
(2010 Video)",4.7
"May We Chat
(2014)",4.9
"Holly Star
(2018)",5.2
"Seven in Heaven
(2018)",5.4
"Jen Kirkman: Just Keep Livin?
(2017 TV Special)",6.8
Sathuranga Vettai 2,
"Away from Everywhere
(2016)",6.9
Resurface,
"Mumbai Delhi Mumbai
(2014)",5.7
"Meet the Trumps: From Immigrant to President
(2017 TV Movie)",5
"Lady Chatterley's Lover
(2015 TV Movie)",6.3
"Parchís: The Documentary
(2019)",6.8
"Arctic Heart
(2016)",5.2
"Misfit
(2017)",4.4
"Kusanagi Tsuyoshi no Ganbatta taishô dai 20 kai kinen dorama NG dai hôshutsu supesharu
(2013 TV Movie)",0
"Two Catalonias
(2018)",6.4
"27: Gone Too Soon
(2018)",4.9
"Numero Zero: Alle origini del rap italiano
(2015)",7.4
"Bombairiya
(2019)",4.6
"The Reconquest
(2016)",6.5
"Free Rein: The Twelve Neighs of Christmas
(2018 TV Movie)",5.7
"True and the Rainbow Kingdom
(2017– )",7.1
"Five Nights in Maine
(2015)",4.9
"Poetical Refugee
(2000)",6.9
"Ankur Arora Murder Case
(2013)",6.5
"It Takes a Lunatic
(2019)",6.6
"Grand Masti
(2013)",4.5
"Lang Tong
(2014)",4.7
"One 2 Ka 4
(2001)",5.5
"Katt Williams: Kattpacalypse
(2012 TV Special)",5.6
"Carlos Ballarta: Furia ñera
(2018 TV Special)",7.2
"Hayat Öpücügü
(2015)",5.9
"Little Dragon Maiden
(1983)",5.9
"The Lookout
(2007)",7
"James Franco & Seth Rogen: Bound 3
(2013 Music Video)",7.9
"John & Jane
(2005)",7.3
"Naga the Eternal Yogi
(2016)",7.2
"Detention Letter
(2017)",4.6
"Alien Contact: Outer Space
(2017 Video)",3.9
"The Great Magician
(2011)",5.9
"Tree Man
(2015)",6.9
"The 3rd Eye 2
(2019)",5.4
"The River Thief
(2016)",5.2
"The Milk System
(2017)",7
"Bibi & Tina voll verhext!
(2014)",5.2
"Camera Store
(2017)",5.7
"Handsome: A Netflix Mystery Movie
(2017)",5.2
"Def Comedy Jam 25
(2017 TV Special)",6.6
"My Birthday Song
(2018)",5.5
"Children of God
(1994 TV Movie)",6.4
"The Gathering!
(2003)",7.3
"I Am Maris: Portrait of a Young Yogi
(2018)",7.1
"The Russian Revolution
(2017)",6.5
"Theeya Velai Seiyyanum Kumaru
(2013)",6.2
"E il cibo va
(2017)",6.3
"Manusangada
(2017)",7.7
"People You May Know
(I) (2017)",5.5
"Familiye
(2017)",6.4
"Perfect Number
(2012)",6.9
"13th: A Conversation with Oprah Winfrey & Ava DuVernay
(2017 Video)",7
"My Way: The Rise and Fall of Silvio Berlusconi
(2016 TV Movie)",6.4
"Eye in the Sky
(2015)",7.3
"Outlaw King
(2018)",6.9
"Sofía Niño de Rivera: Selección natural
(2018 TV Special)",6.8
"Playing Hard
(2018)",6.4
"Perú: tesoro escondido
(2017)",6.1
"The Sam Kinison Family Entertainment Hour
(1991 TV Special)",6.4
"Hot Bot
(2016)",3.3
"Prince Charming
(2001 TV Movie)",5.9
"A Billion Colour Story
(2016)",8.1
"Rampage: President Down
(2016)",4.7
"Cop and a Half: New Recruit
(2017 TV Movie)",5.2
"Muran
(2011)",6.3
"Tom Papa: Live in New York City
(2011 TV Special)",7.2
"Mercenaries
(2014)",3.7
"Abhinetri
(2016)",6
"Fred Armisen: Standup For Drummers
(2018 TV Special)",5.8
"Aashayein
(2010)",7.1
"Lusers, los amigos no se eligen
(2015)",4.8
"Autopsy: The Last Hours of
(2014– )",7.7
"Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking
(2016 TV Special)",6
"Gente pez
(2001)",4.7
"Ghost of the Mountains
(2017)",7
"Temple
(2017)",3.7
"Prime Suspect: Tennison
(2017)",7.5
"Secrets in the Hot Spring
(2018)",6
"The Bucket List
(2007)",7.4
"Adventures of Ali-Baba and the Forty Thieves
(1980)",6.2
"Candyflip
(2017)",5.1
"Power Rangers Samurai: Clash of the Red Rangers - The Movie
(2013 Video)",6
"Enlighten Us
(2016)",6.2
"Hans Teeuwen: Echte rancune
(2018 Video)",6.6
"Eeda
(2018)",7.1
"The Last Runway
(2018)",5.8
"Super Monsters (2017– )

Episode:
Super Monsters Save Christmas (#special.6)
(2019)",4.7
"A Flying Jatt
(2016)",3.1
"Offline: Are You Ready for the Next Level?
(2016)",5
"Emma.
(2020)",6.7
"Catching Feelings
(2017)",5.7
"Jatts in Golmaal
(2013)",6.4
"Rafinha Bastos: Ultimato
(2018 TV Special)",6.4
"Office Christmas Party
(2016)",5.9
"Hard Target 2
(2016 Video)",5.2
"A Triumph of the Heart: The Ricky Bell Story
(1991 TV Movie)",7.1
"Thriller
(2018)",3.6
"Set Off
(2008)",6.3
"Behind the Curtain: Todrick Hall
(2017)",6.9
"Premachi Goshta
(2013)",7.3
"Chashme Baddoor
(2013)",5.4
"The Boys
(2019– )",8.7
"Iron Man & Hulk: Heroes United
(2013 Video)",4.6
"Hope Aur Hum
(2018)",6.3
"Unnatural Selection
(2019– )",7.9
"To Each His Own Cinema
(2007)",6.8
"Verses of Love 2
(2017)",5.6
"Evvarikee Cheppoddu
(2019)",7.1
"Hitler's Hollywood
(2017)",6.8
"Christmas Wedding Planner
(2017 TV Movie)",4.4
"The Gospel of Mark
(2015)",7.7
"El especial de Alex Fernández, el Especial
(2017 TV Special)",6.8
"Lavell Crawford: Can a Brother Get Some Love
(2011 TV Special)",6.9
"Fiza
(2000)",6
"Little Lunch
(2015–2016)",8.4
"Power Rangers Megaforce: Ultimate Team Power
(2013 Video)",7.1
"Kill Hitler! The Luck of the Devil
(2015 TV Movie)",6.5
"Thaandavam
(2012)",6.1
"Guilty of Romance
(2011)",6.8
"Aliens Ate My Homework
(2018 Video)",4.2
"The Long Goodbye-The Kara Tippetts Story
(2019)",8
"Jackpot
(2015)",6.5
"Already Tomorrow in Hong Kong
(2015)",6.4
"Hombanna
(2017)",8.2
"Viking Destiny
(2018)",4.3
"Happy-Go-Lucky
(2008)",7
"Herbert West: Re-Animator
(2017)",4.7
"My Teacher, My Obsession
(2018 TV Movie)",4.4
"Alien Warfare
(2019)",2.6
"One Night Stand
(I) (2016)",3.1
"5 Cowok Jagoan: Rise of the Zombies
(2017)",6.5
"Neevevaro
(2018)",6.8
"Chhota Bheem Kung Fu Dhamaka
(2019)",5.3
"Fatso!
(2009)",5.8
"An Affair to Die For
(2019)",4.8
"Kill All Redneck Pricks: A Documentary Film about a Band Called KARP
(2011)",8.1
"Gun City
(2018)",6.3
"Hiroshima: The Aftermath
(2015)",7.6
"Bruno & Boots: The Wizzle War
(2017 TV Movie)",5.5
"Two Champions of Death
(1980)",6.3
"The Gun Runners
(1958)",6.3
"John Day
(2013)",5.6
"My Little Pony: Equestria Girls
(2013)",6.2
"JFK: The Making of a President
(2017 TV Movie)",6.6
"Pekak
(2015)",6.3
"Niyazi Gül Dörtnala
(2015)",4.5
"My True Brilliant Friend
(2018)",8
"Cultivating the Desert
(2007)",0
"Bruno & Boots: This Can't Be Happening at Macdonald Hall
(2017 TV Movie)",5.6
"The Negro Soldier
(1944)",5.9
"Deathgrip
(2017)",6.4
"Clarence Clemons: Who Do I Think I Am?
(2019)",6.1
"Undercover Grandpa
(2017)",5.2
"Halkaa
(2018)",7.1
"Professor
(1962)",6.8
"Jis Desh Men Ganga Behti Hai
(1960)",7.1
"Tunisian Victory
(1944)",6.6
"Night of the Living Carrots
(2011 Video)",6.2
"Benji's Very Own Christmas Story
(1978 TV Movie)",5.3
"Los ladrones viejos. Las leyendas del artegio
(2007)",7.9
"Danur
(2017)",5.3
"Quiet Victory: The Charlie Wedemeyer Story
(1988 TV Movie)",7
"Marvel Super Hero Adventures: Frost Fight!
(2015 Video)",5.1
"Arsenio Hall: Smart and Classy
(2019 TV Special)",6
"Kyo Kii... Main Jhuth Nahin Bolta
(2001)",5.4
"Forever the Moment
(2008)",6.4
"Know Your Enemy - Japan
(1945)",6
"Pahuna: The Little Visitors
(2017)",7.4
"Notes from Dad
(2013 TV Movie)",6.6
"Two Guys, a Girl and a Pizza Place
(1998–2001)",7.4
"706
(2019)",5.3
"I Love You
(2016)",4.8
"Heartthrob
(2017)",5.4
"Star Wars: Episode VIII - The Last Jedi
(2017)",6.9
"Lynne Koplitz: Hormonal Beast
(2017 TV Special)",6.3
"Stretch Armstrong & the Flex Fighters
(2017–2018)",6.2
"Naughty Jatts
(2013)",6.2
"Lightning Fists of Shaolin
(1984)",6.5
"Me and Earl and the Dying Girl
(2015)",7.7
"Marama: Rombai - El Viaje
(2016)",4.9
"APEX: The Secret Race Across America
(2019)",7
"See You Yesterday
(2019)",5.3
"Rise of the Zombies
(2012 TV Movie)",3.6
"Paranormal Investigation
(2018)",3.7
"A StoryBots Christmas
(2017 TV Short)",5.9
"The United Nations Association 2019 Global Citizen Awards & 12th Annual West Coast Global Forum
(2019 TV Special)",5.5
"Sonderkommando Auschwitz-Birkenau
(2008 TV Movie)",7.6
"Ghost in the Shell
(2017)",6.3
"Dear Dad
(I) (2016)",6.2
"Romantik Komedi 2: Bekarliga Veda
(2013)",5.2
"I Am Vengeance
(II) (2018)",4.4
"War Chhod Na Yaar
(2013)",5.4
"Asees
(2018)",7.4
"Counterfeiting in Suburbia
(2018 TV Movie)",4.8
"Jesus: Countdown to Calvary
(2018 TV Movie)",6.9
"Baazaar
(2018)",6.5
"Weeds on Fire
(2016)",6.7
"The Lynx
(1982)",6.3
"Convict
(2014)",5.4
"Queen & Country
(2014)",6.2
"Anjaan
(2014)",5.2
"Kaf Alqamar
(2011)",6
"Tim Allen: Men Are Pigs
(1990 TV Special)",6.1
"Dreamworks How to Train Your Dragon Legends
(2010–2013)",7.2
"Shabd
(2005)",5.1
"W
(2016)",8
"English Premier League 2019/2020
(2019– )",0
"Felipe Esparza: They're Not Gonna Laugh At You
(2012 TV Special)",6.7
"Calendar Girls
(2003)",6.9
"12 Round Gun
(2017)",4.8
"Deliha 2
(2018)",4.7
"El club de los buenos infieles
(2017)",5.5
"The Black Room
(2017)",3.4
"Blockbuster
(2018)",5.5
"Forbidden Games: The Justin Fashanu Story
(2017)",6.6
"Hantu Kak Limah Balik Rumah
(2010)",6.8
"Casablancas: The Man Who Loved Women
(2016)",6.2
"Malcriados
(2016)",6.1
"Bring It On: Worldwide #Cheersmack
(2017)",4.2
"The Spooky Tale of Captain Underpants Hack-a-Ween
(2019 TV Special)",5.9
"American Factory
(2019)",7.4
"Park Na-rae: Glamour Warning
(2019 TV Special)",5
"Minnaminungu
(2017)",7.5
"Fary Is the New Black
(2018 TV Special)",6.1
"No One Will Ever Know
(2018)",6.2
"Mariah Carey's Merriest Christmas
(2015 TV Special)",5.1
"Salt Mango Tree
(2015)",6.2
"Nyoka and the Lost Secrets of Hippocrates
(1966 TV Movie)",0
"The Bros
(2017)",6.1
"Mere Pyare Prime Minister
(2018)",6.8
"Police Woman
(1973)",3.6
"LEGO Marvel Super Heroes - Guardians of the Galaxy: The Thanos Threat
(2017 TV Short)",5.8
"China Salesman
(2017)",2.7
"Bitcoin Heist
(2016)",5.7
"Attenborough and the Giant Dinosaur
(2016 TV Movie)",7.7
"Me and Mrs. Khanna
(2009)",3.4
"Franco Escamilla: Por la anécdota
(2018 TV Special)",7
"Beneath the Leaves
(2019)",4.5
"Up Among the Stars
(2018)",6.3
"A Sort of Family
(2017)",6.3
"Mad Ron's Prevues from Hell
(1987 Video)",6.1
"Mallu Singh
(2012)",5.3
"A Stoning in Fulham County
(1988 TV Movie)",5.9
"Alexa & Katie
(2018–2020)",7.5
"Thorne: Scaredycat
(2010)",6.5
"Black Girls Rock! 2011
(2011 TV Special)",5.1
"The Worthy
(2016)",5.1
"Barah Aana
(2009)",6.7
"Footprints, the Path of Your Life
(2016)",6.2
"Celluloid Man
(2012)",7.7
"Onaatah: Of the Earth
(2016)",8.6
"Insan
(2005)",4.6
"Harriet the Spy: Blog Wars
(2010 TV Movie)",4.5
"Midnight in a Perfect World
(2005 Video)",0
"Alpha and Omega 2: A Howl-iday Adventure
(2013 Video)",4.7
"Ice Princess Lily
(2018)",5.2
"Strange Voices
(1987 TV Movie)",6.2
"Dream Factory
(2017)",6.4
"Love You... Love You Not
(2015)",5.7
"Patient Seventeen
(2017)",3.7
"American Warfighter
(2018)",3.9
"Chung Cu Ma
(2014)",5.3
"Pants on Fire
(2014 TV Movie)",5.1
"Aalorukkam
(2018)",6.5
"The Twins Effect II
(2004)",4.8
"Casino Tycoon II
(1992)",5.5
"Hurricane Bianca: From Russia with Hate
(2018)",4.8
"Kia and Cosmos
(2018)",5.9
"LEGO Marvel Super Heroes: Black Panther - Trouble in Wakanda
(2018 TV Short)",5.6
"When Hari Got Married
(2013)",7
"Twinsanity
(2018)",4.1
"15 August
(2019)",5.8
"Secrets of Middle-Earth: Inside Tolkien's 'The Two Towers'
(2002 Video)",5.8
"Have You Seen the Listers?
(2017)",6.7
"Ralphie May: Unruly
(2015 Video)",4.8
"A Tale of Two Sisters
(2003)",7.1
"The Vikings Uncovered
(2016– )",7.1
"Warda
(2014)",4.2
"Fair Traders
(2018)",6.9
"Omar & Salma 3
(2012)",3.8
"¡Asu Mare! 2
(2015)",5.6
"Si saben cómo me pongo ¿pa' qué me invitan?
(2018)",4.5
"Savage Raghda
(2018)",5.2
"Pranaam
(2019)",4.2
"Aiyyaa
(2012)",4.4
"De film van Dylan Haegens
(2018)",4.2
"Steel
(1997)",3
"Rakkhosh
(2019)",4.7
"A Haunting at Silver Falls: The Return
(2019)",3.2
"Ludo
(2015)",2.8
"Locked Up
(I) (2017 Video)",3.8
"Who Are You: School 2015
(2015)",7.6
"Ronny Chieng: International Student
(2017– )",7.5
"Journey to Greenland
(2016)",6.3
"We Belong Together
(2018)",4.7
"Deviant Love
(2019)",3.5
"Children of God: Lost and Found
(2007)",6.5
"Sinister Circle
(2016)",4.6
"Rooster's Blood
(2015)",5.2
"Miraculous: Tales of Ladybug & Cat Noir
(2015– )",7.5
"Look for a Star
(2009)",5.6
"In Defense of a Married Man
(1990 TV Movie)",5.6
"Functional Fitness
(2016)",4.9
"Berlin Syndrome
(2017)",6.3
"Bhasmasur
(2017)",6.7
"Migz interviews Chef Ben Robinson at the Gathering 2019
(2019 Video)",0
"Secrets of Ancient Empires: The First Merchants
(2001 Video)",6.8
"Paris Is Us
(2019)",4.6
"Madonna: Drowned World Tour 2001
(2001 TV Special)",8.4
"Dolphin Kick
(2019)",4.5
"Sky on Fire
(2016)",4.5
"Aurora
(II) (2018)",7
"Zachariayude Garbhinikal
(2013)",6
"Chanel: Cruise 2017/18 Show in Chengdu, China
(2017 Video)",0
"Mau Nieto: Viviendo sobrio... desde el bar
(2018 TV Special)",6.8
"Red Trees
(2017)",6.5
"Haapus
(2010)",7.1
"Selfie
(2014)",7.2
"Adel Karam: Live from Beirut
(2018 TV Special)",5.3
"Neon Genesis Evangelion: Death & Rebirth
(1997)",7.2
"L'affaire Jack King
(2015)",5.9
"Killer Cove
(2019)",4.4
"We Are What We Are
(2013)",5.9
"Beary Tales
(2013)",8.2
"Right Here Right Now
(2018)",5.4
"Rattle the Cage
(2015)",6.6
"Fifty Shades of Grey
(2015)",4.2
"Mike Epps: Only One Mike
(2019 TV Special)",4.8
"Odu Raja Odu
(2018)",6.8
"Used Goods
(2018)",4.2
"A Home with a View
(2019)",6
"The SpongeBob Movie: Sponge Out of Water
(2015)",6
"Kiss and Cry
(I) (2017)",6.7
"Are We Done Yet?
(2007)",4.3
"Filip & Fredriks årskrönika (2011– )

Episode:
Filip & Fredriks årskrönika 2010
(2011)",0
"Buddy Thunderstruck
(2017)",7.8
"Too Young the Hero
(1988 TV Movie)",6.7
"Due cuori felici
(1932)",0
"Moh Maya Money
(2016)",5.7
"The Blind Christ
(2016)",5.8
"Pimpal
(2017)",7.5
"Aditi Mittal: Things They Wouldn't Let Me Say
(2017 TV Special)",4.4
"Mosamain Kadal
(2016)",2.9
"Qila
(1998)",4.8
"Saath Saath
(1982)",7.4
"Suicide
(II) (2014)",5.7
"Hera Pheri
(1976)",6.6
"Garfield Gets Real
(2007 Video)",4.3
"Smosh: The Movie
(2015)",3.3
"Hot Property
(2016)",4.2
"Pedal the World
(2015)",5
"House of 1000 Corpses
(2003)",6
"Running Out Of Time
(2018)",4.3
"Hunting Season
(2012– )",7.3
"Lalbaug Parel: Zali Mumbai Sonyachi
(2010)",7.3
"Abdullah
(1980)",5.8
"Guntata Hriday He
(2011)",6.3
Out of Many,
"Sop Dek 2002
(2011)",4.5
"SPF-18
(2017)",3.3
"Dhan Dhana Dhan Goal
(2007)",5.1
"Yaar Gaddar
(1994)",3.7
"Kalki
(1996)",6.5
"Ghost Patrol
(2016 TV Movie)",5.1
"Red Oliender's Roktokorobi
(2017)",7.3
"Ek Khiladi Ek Haseena
(2005)",5.7
"House of D
(2004)",6.8
"I Dream of Dance
(2017)",7.1
"Dear Dracula
(2012 Video)",5.2
"Ricardo Quevedo: Hay gente así
(2018 TV Special)",6.4
"Matichya Chuli
(2006)",7
"The Forgotten
(I) (2014)",5.3
"Lucas Lauriente: Todo lo que sería
(2018 TV Special)",7.1
"Edoardo Ferrario: Temi Caldi
(2019 TV Special)",6.5
"Star Wars: Revelations
(2005 Video)",5
"Veerappan
(2016)",5.3
"Autohead
(2016)",5.9
"Undercover Brother 2
(2019)",3.4
"Black Privilege
(2019 TV Movie)",3.3
"Up North
(2018)",5.4
"Ricardo O'Farrill: Abrazo navideño
(2016 TV Special)",5.9
"Rangbaaz
(2018–2022)",7.8
"The Haunting of Molly Hartley
(2008)",3.9
"Deadly Scholars
(2018)",4.2
"Garfield's Pet Force
(2009 Video)",4.1
"Tik Tok
(2016)",5.5
"The Wishing Tree
(2012 TV Movie)",6.3
"All Hallows' Eve
(2016)",5
"The War Against Women
(2013)",7.5
"Uncertain Glory
(2017)",6.2
"The Search for Santa Paws
(2010 Video)",5.3
"Forever Chape
(2018)",7.4
"The NSU-Complex
(2016 TV Movie)",6.3
"The Free Man
(2016)",6.3
"Inkaar
(2013)",6.1
"SDU: Sex Duties Unit
(2013)",5.9
"Super Nani
(2014)",4.7
"Todd Glass: Act Happy
(2018 TV Special)",5.2
"Dark Chocolate
(2016)",4.3
"Only Mine
(2019 TV Movie)",4.7
"Natascha Kampusch: The Whole Story
(2010 TV Movie)",5.8
"Alexis Viera: A Story of Surviving
(2019)",7.2
"25 Kille
(2016)",6.1
"Her Only Choice
(2018)",5.6
"Mr. Virgin
(1984)",5.3
"Sarvopari Palakkaran
(2017)",4.9
"Madness in the Desert: Paris to Dakar Rally
(2013 TV Movie)",7.7
"Ishqedarriyaan
(2015)",4.8
"Romeo Ranjha
(2014)",4.9
"Bittoo Boss
(2012)",4.1
"Lucas Brothers: On Drugs
(2017 TV Special)",5.8
"Sam Kinison: Live in Vegas
(1991 Video)",4.7
"Counterpunch
(2019)",4.8
"Malena Pichot: Estupidez compleja
(2018 TV Special)",5.8
"Helios
(2015)",5.5
"Bruce Springsteen: Dancing in the Dark
(1984 Music Video)",7.2
"The Incorruptible
(1993)",5.9
"How to Win the US Presidency
(2016)",6.3
"Garbage
(I) (2018)",3.7
"Jaal: The Trap
(2003)",4.3
"Nila
(2016)",6.7
"Shattered Memories
(2019 TV Movie)",5.2
"Little Lunch
(2015–2016)",8.4
"Family Blood
(2018)",4.2
"Bridget Christie: Stand Up for Her
(2016 TV Special)",6.7
"The White Storm 2: Drug Lords
(2019)",6
"Abby Sen
(2015)",5.9
"Underwater
(2020)",5.9
"Kaakan
(2015)",7.9
"Warrior Savitri
(2016)",3.1
"The Influence
(2019)",0
"Sat Shri Akaal England
(2017)",5.3
"Hulk: Where Monsters Dwell
(2016)",5.4
"White Island
(2016)",4.2
"Legend of the Broken Sword Hero
(2017)",5.5
"Holy Goalie
(2017)",5.3
"Gina Yashere: Skinny B*tch
(2008 TV Special)",6.5
"The Last Party
(1993)",6.6
"On the Wrong Track
(1983)",5.4
"Mustang Island
(2017)",6.2
"Acapulco La vida va
(2017)",5.4
"Coffee for All
(2017)",5.6
"The Mayor
(2017–2018)",5.8
"Swearnet Live
(2014)",5.4
"Unruly Friends
(2012)",5.5
"Loco Love
(2003)",5.2
"Dany Boon: Des Hauts-De-France
(2018 TV Special)",6.1
"The Princess Bride
(1987)",8
"Xiao nian Su Qi Er
(1985)",5.4
"Twisted Trunk, Big Fat Body
(2013)",7.1
"Smash
(2009 Video)",6.1
"Stray Bullets
(2016)",4.2
"Pup Star
(2016 Video)",4.4
"Boom
(I) (2003)",2.3
"Loudon Wainwright III: Surviving Twin
(2018)",6.9
"The Pig Who Cried Werewolf
(2011 Video)",5.7
"The Intent 2: The Come Up
(2018)",3.8
"Three and a Half
(2018)",6.4
"Report from the Aleutians
(1943)",6.4
"Oru Visheshapetta Biriyani Kissa
(2017)",4.8
"Jalpari: The Desert Mermaid
(2012)",7.4
"Ah... I'm Falling in Love
(2016)",6.5
"Black Rose
(2014)",2.8
"Scott Hicks Reflects on 'Shine' Twenty Years On
(2016 Video)",0
"True and the Rainbow Kingdom
(2017– )",7.1
"King of Boys
(2018)",6.2
"Agustín Aristarán: Soy Rada
(2018 TV Special)",6.3
"French Dirty
(2015)",5
"Mundeyan Ton Bachke Rahin
(2014)",5.6
"Monty Python: Before the Flying Circus
(2008 TV Movie)",7.3
"Mike Epps: Don't Take It Personal
(2015)",4.4
"Jagat
(2015)",6.9
"Bibi & Tina voll verhext!
(2014)",5.2
"Unbridled
(2018)",5
"Bruno & Boots: Go Jump in the Pool
(2016 TV Movie)",5.7
"10 jours en or
(2012)",5.9
"Satrangi Re
(2012)",6.7
"A Fairly Odd Summer
(2014 TV Movie)",3.8
"Heroes Wanted
(2016)",4.6
"Caída del Cielo
(2016)",5.3
"Nadal: The Secrets of a Giant
(2014 TV Movie)",0
"Krishna Cottage
(2004)",5.2
"Daniel Sosa: Sosafado
(2017 TV Special)",5.6
"Concrete Football
(2016)",6.4
"The Walls of the Moon
(2015)",5.9
"The House on Coco Road
(2016)",7.4
"Ragini MMS 2
(2014)",3.9
"Kygo: Live at the Hollywood Bowl
(2017)",6.8
"Mugamoodi
(2012)",5.1
"English Babu Desi Mem
(1996)",4.6
"Romina
(2018)",2.3
"Power Rangers: Megaforce: Raising Spirits
(2013 TV Movie)",0
"Singapore 1942: End of Empire
(2012– )",5.9
"The Legend of Michael Mishra
(2016)",4.4
"Mi Amigo Alexis
(2019)",5
Lucca Mortis,
"Katti Batti
(2015)",4.7
"Pablo Escobar, Angel or Demon
(2007)",6.4
"Kisaan
(2009)",5.5
"Something Huge
(2017)",4.4
"Ford v Ferrari
(2019)",8.1
"Blade Runner 2049
(2017)",8
"3 Seconds Divorce
(2018)",7.2
"Kaake Da Viyah
(2019)",5.4
"Monster Island
(2019 TV Movie)",2.8
"The Rift: Dark Side of the Moon
(2016)",3.4
"About Love. For Adults Only
(2017)",6.1
"The Figurine
(2009)",4.4
"Lovefucked
(2018)",5.8
"Anta Mana Manchike
(1972)",5.7
"A Sort of Homecoming
(2015)",5.7
"Adventure Club
(2017)",5
"Welcome 2 Karachi
(2015)",4.3
"Daniel Sosa: Maleducado
(2019 TV Special)",6.5
"The Postman Always Rings Twice
(1946)",7.4
"Hellriser
(2017)",2.9
"III Smoking Barrels
(2017)",6.4
"Vanjagar Ulagam
(2018)",6.1
"My Rebound Girl
(2016)",6.5
"Judge Singh LLB
(2015)",7.3
"Shubh Aarambh
(2017)",6.6
"Haunting on Fraternity Row
(2018)",3.8
"Hungerford
(2014)",3.8
"Zokkomon
(2011)",4.1
"Maddman: The Steve Madden Story
(2017)",6.6
"Ricardo O'Farrill: Abrazo navideño
(2016 TV Special)",5.9
"Bachelor Girls
(2016 TV Movie)",7.3
"Love Station
(2019)",6.5
"Mr. Chandramouli
(2018)",5.1
"Promakhos
(2014)",4.7
"Schubert in Love: Vater werden ist (nicht) schwer
(2016)",5
"23:59
(2011)",4.5
"Amrapali
(1966)",6.7
"Breaking Free
(1995)",6.5
"Sommore: The Reign Continues
(2015 TV Special)",7
"Theeram
(2017)",6.3
"Mayurakshi
(2017)",7.1
"Francesco de Carlo: Cose di Questo Mondo
(2019 TV Special)",6.4
"The Heat: A Kitchen (R)evolution
(2018)",6.8
"Crossroads: One Two Jaga
(2018)",6.5
"Çok Filim Hareketler Bunlar
(2010)",4.5
"10 Days in Sun City
(2017)",5.4
"Camarón: Flamenco y revolución
(2018)",7.5
"Virunga: Gorillas in Peril
(2015 TV Movie)",6.8
"Bilu: A Demon Within
(2017)",6.8
"2015 Dream Concert
(2015 TV Special)",6.2
"Praise, What Makes You Hard
(1972)",5.2
"Bang Rajan 2
(2011)",5.4
"Muzaffarnagar Baaqi Hai
(2015)",4.1
"Needhi Singh
(2016)",6.2
"I'm Still Here
(I) (2010)",6.2
"Sam Kinison: The Scream Continues
(2016)",6.4
"Abdu Mouta
(2012)",3
"Teach Us All
(2017)",7.1
"The Perfect Day
(2017)",3
